2026-08-06 19:42:50 | INFO     | kafka_consumer | Subscribed to topic 'retail-sales-summary' as group 'retail-sales-summary-consumer'. Waiting for events (Ctrl+C to stop)...
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Sports category=Sports sales_month=2026-03 orders=12 quantity=24 revenue=108117.3 [partition=2 offset=0]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Grocery category=Grocery sales_month=2026-04 orders=10 quantity=40 revenue=149993.04 [partition=2 offset=1]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Fashion category=Fashion sales_month=2026-03 orders=14 quantity=70 revenue=240081.6 [partition=2 offset=2]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Electronics category=Electronics sales_month=2026-01 orders=10 quantity=10 revenue=50978.0 [partition=2 offset=3]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Electronics category=Electronics sales_month=2026-05 orders=11 quantity=11 revenue=49847.8 [partition=2 offset=4]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Home category=Home sales_month=2026-04 orders=12 quantity=36 revenue=112417.2 [partition=2 offset=5]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Electronics category=Electronics sales_month=2026-03 orders=8 quantity=8 revenue=29364.4 [partition=2 offset=6]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Sports category=Sports sales_month=2026-06 orders=15 quantity=30 revenue=115627.35 [partition=2 offset=7]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Fashion category=Fashion sales_month=2026-06 orders=14 quantity=70 revenue=235836.8 [partition=2 offset=8]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Home category=Home sales_month=2026-01 orders=13 quantity=39 revenue=139416.12 [partition=2 offset=9]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Grocery category=Grocery sales_month=2026-06 orders=13 quantity=52 revenue=151954.16 [partition=2 offset=10]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Grocery category=Grocery sales_month=2026-01 orders=11 quantity=44 revenue=159306.66 [partition=2 offset=11]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Electronics category=Electronics sales_month=2026-06 orders=10 quantity=10 revenue=34981.2 [partition=2 offset=12]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Sports category=Sports sales_month=2026-01 orders=13 quantity=26 revenue=95083.6 [partition=1 offset=0]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Home category=Home sales_month=2026-02 orders=13 quantity=39 revenue=125620.74 [partition=1 offset=1]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Fashion category=Fashion sales_month=2026-01 orders=15 quantity=75 revenue=239436.0 [partition=1 offset=2]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Grocery category=Grocery sales_month=2026-03 orders=15 quantity=60 revenue=222273.84 [partition=1 offset=3]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Sports category=Sports sales_month=2026-02 orders=12 quantity=24 revenue=93691.85 [partition=1 offset=4]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Fashion category=Fashion sales_month=2026-02 orders=13 quantity=65 revenue=188388.4 [partition=1 offset=5]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Electronics category=Electronics sales_month=2026-04 orders=10 quantity=10 revenue=31786.4 [partition=1 offset=6]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Fashion category=Fashion sales_month=2026-05 orders=11 quantity=55 revenue=174894.4 [partition=1 offset=7]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Grocery category=Grocery sales_month=2026-05 orders=13 quantity=52 revenue=184501.68 [partition=1 offset=8]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Electronics category=Electronics sales_month=2026-02 orders=11 quantity=11 revenue=44317.5 [partition=0 offset=0]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Sports category=Sports sales_month=2026-05 orders=14 quantity=28 revenue=94546.85 [partition=0 offset=1]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Grocery category=Grocery sales_month=2026-02 orders=16 quantity=64 revenue=237036.28 [partition=0 offset=2]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Fashion category=Fashion sales_month=2026-04 orders=12 quantity=60 revenue=182385.1 [partition=0 offset=3]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Home category=Home sales_month=2026-06 orders=14 quantity=42 revenue=150074.49 [partition=0 offset=4]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Sports category=Sports sales_month=2026-04 orders=14 quantity=28 revenue=108333.55 [partition=0 offset=5]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Home category=Home sales_month=2026-05 orders=13 quantity=39 revenue=165639.48 [partition=0 offset=6]
2026-08-06 19:42:54 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Home category=Home sales_month=2026-03 orders=15 quantity=45 revenue=161852.85 [partition=0 offset=7]
2026-08-06 19:43:22 | INFO     | kafka_consumer | Shutdown signal received (2), stopping consumer...
2026-08-06 19:43:22 | INFO     | kafka_consumer | Closing consumer...
2026-08-07 04:28:59 | INFO     | kafka_consumer | Subscribed to topic 'retail-sales-summary' as group 'retail-sales-summary-consumer'. Waiting for events (Ctrl+C to stop)...
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Electronics category=Electronics sales_month=2026-02 orders=11 quantity=11 revenue=44317.5 [partition=0 offset=8]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Sports category=Sports sales_month=2026-05 orders=14 quantity=28 revenue=94546.85 [partition=0 offset=9]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Grocery category=Grocery sales_month=2026-02 orders=16 quantity=64 revenue=237036.28 [partition=0 offset=10]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Fashion category=Fashion sales_month=2026-04 orders=12 quantity=60 revenue=182385.1 [partition=0 offset=11]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Home category=Home sales_month=2026-06 orders=14 quantity=42 revenue=150074.49 [partition=0 offset=12]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Sports category=Sports sales_month=2026-04 orders=14 quantity=28 revenue=108333.55 [partition=0 offset=13]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Home category=Home sales_month=2026-05 orders=13 quantity=39 revenue=165639.48 [partition=0 offset=14]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Home category=Home sales_month=2026-03 orders=15 quantity=45 revenue=161852.85 [partition=0 offset=15]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Sports category=Sports sales_month=2026-01 orders=13 quantity=26 revenue=95083.6 [partition=1 offset=9]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Home category=Home sales_month=2026-02 orders=13 quantity=39 revenue=125620.74 [partition=1 offset=10]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Fashion category=Fashion sales_month=2026-01 orders=15 quantity=75 revenue=239436.0 [partition=1 offset=11]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Grocery category=Grocery sales_month=2026-03 orders=15 quantity=60 revenue=222273.84 [partition=1 offset=12]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Sports category=Sports sales_month=2026-02 orders=12 quantity=24 revenue=93691.85 [partition=1 offset=13]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Fashion category=Fashion sales_month=2026-02 orders=13 quantity=65 revenue=188388.4 [partition=1 offset=14]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Electronics category=Electronics sales_month=2026-04 orders=10 quantity=10 revenue=31786.4 [partition=1 offset=15]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Fashion category=Fashion sales_month=2026-05 orders=11 quantity=55 revenue=174894.4 [partition=1 offset=16]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Grocery category=Grocery sales_month=2026-05 orders=13 quantity=52 revenue=184501.68 [partition=1 offset=17]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Sports category=Sports sales_month=2026-03 orders=12 quantity=24 revenue=108117.3 [partition=2 offset=13]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Grocery category=Grocery sales_month=2026-04 orders=10 quantity=40 revenue=149993.04 [partition=2 offset=14]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Fashion category=Fashion sales_month=2026-03 orders=14 quantity=70 revenue=240081.6 [partition=2 offset=15]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Electronics category=Electronics sales_month=2026-01 orders=10 quantity=10 revenue=50978.0 [partition=2 offset=16]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Electronics category=Electronics sales_month=2026-05 orders=11 quantity=11 revenue=49847.8 [partition=2 offset=17]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Home category=Home sales_month=2026-04 orders=12 quantity=36 revenue=112417.2 [partition=2 offset=18]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Electronics category=Electronics sales_month=2026-03 orders=8 quantity=8 revenue=29364.4 [partition=2 offset=19]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Sports category=Sports sales_month=2026-06 orders=15 quantity=30 revenue=115627.35 [partition=2 offset=20]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Fashion category=Fashion sales_month=2026-06 orders=14 quantity=70 revenue=235836.8 [partition=2 offset=21]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Home category=Home sales_month=2026-01 orders=13 quantity=39 revenue=139416.12 [partition=2 offset=22]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Grocery category=Grocery sales_month=2026-06 orders=13 quantity=52 revenue=151954.16 [partition=2 offset=23]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-01-Grocery category=Grocery sales_month=2026-01 orders=11 quantity=44 revenue=159306.66 [partition=2 offset=24]
2026-08-07 04:28:59 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Electronics category=Electronics sales_month=2026-06 orders=10 quantity=10 revenue=34981.2 [partition=2 offset=25]
2026-08-07 04:29:00 | INFO     | kafka_consumer | No more messages found in topic. Exiting consumer.
2026-08-07 04:29:00 | INFO     | kafka_consumer | Closing consumer...
2026-08-07 04:31:36 | INFO     | kafka_consumer | Subscribed to topic 'retail-sales-summary' as group 'retail-sales-summary-consumer'. Waiting for events (Ctrl+C to stop)...
2026-08-07 04:32:06 | INFO     | kafka_consumer | No more messages found in topic. Exiting consumer.
2026-08-07 04:32:06 | INFO     | kafka_consumer | Closing consumer...
2026-08-07 04:48:31 | INFO     | kafka_consumer | Subscribed to topic 'retail-sales-summary' as group 'retail-sales-summary-consumer'. Waiting for events (Ctrl+C to stop)...
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Electronics category=Electronics sales_month=2026-02 orders=11 quantity=11 revenue=44317.5 [partition=0 offset=16]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Sports category=Sports sales_month=2026-05 orders=14 quantity=28 revenue=94546.85 [partition=0 offset=17]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Grocery category=Grocery sales_month=2026-02 orders=16 quantity=64 revenue=237036.28 [partition=0 offset=18]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Fashion category=Fashion sales_month=2026-04 orders=12 quantity=60 revenue=182385.1 [partition=0 offset=19]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-06-Home category=Home sales_month=2026-06 orders=14 quantity=42 revenue=150074.49 [partition=0 offset=20]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-04-Sports category=Sports sales_month=2026-04 orders=14 quantity=28 revenue=108333.55 [partition=0 offset=21]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-05-Home category=Home sales_month=2026-05 orders=13 quantity=39 revenue=165639.48 [partition=0 offset=22]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-03-Home category=Home sales_month=2026-03 orders=15 quantity=45 revenue=161852.85 [partition=0 offset=23]
2026-08-07 04:48:31 | INFO     | kafka_consumer | Consumed event_id=SALES-2026-02-Electronics category=Electronics sales_month=2026-02 orders=11 quantity=11 revenue=44317.5 [partition=0 offset=24]
